HRIR;HRTF;Configuration;Description;Source;Credits;Points
VP_E13-BTE_fr;OlHeaD;Headphones;"It includes HRTFs to the eardrum and 13 microphone locations contained in 6 hearing device styles, recorded for 91 incidence directions in the ears of 16 human subjects and 3 dummy heads. The data is provided as .mat files for use in MATLAB/octave, as well as in the dedicated SOFA format.
 For details, see the documentation.";https://uol.de/mediphysik/downloads/hearingdevicehrtfs;F. Denk, S.M.A. Ernst, S.D. Ewert and B. Kollmeier, (2018): Adapting hearing devices to the individual ear acoustics: Database and target response correction functions for various device styles. Trends in Hearing, vol 22, p. 1-19. DOI:10.1177/2331216518779313;
VP_E13-BTE_mid;OlHeaD;Headphones;"It includes HRTFs to the eardrum and 13 microphone locations contained in 6 hearing device styles, recorded for 91 incidence directions in the ears of 16 human subjects and 3 dummy heads. The data is provided as .mat files for use in MATLAB/octave, as well as in the dedicated SOFA format.
 For details, see the documentation.";https://uol.de/mediphysik/downloads/hearingdevicehrtfs;F. Denk, S.M.A. Ernst, S.D. Ewert and B. Kollmeier, (2018): Adapting hearing devices to the individual ear acoustics: Database and target response correction functions for various device styles. Trends in Hearing, vol 22, p. 1-19. DOI:10.1177/2331216518779313;
VP_E13-BTE_MultiCh;OlHeaD;Headphones;"It includes HRTFs to the eardrum and 13 microphone locations contained in 6 hearing device styles, recorded for 91 incidence directions in the ears of 16 human subjects and 3 dummy heads. The data is provided as .mat files for use in MATLAB/octave, as well as in the dedicated SOFA format.
 For details, see the documentation.";https://uol.de/mediphysik/downloads/hearingdevicehrtfs;F. Denk, S.M.A. Ernst, S.D. Ewert and B. Kollmeier, (2018): Adapting hearing devices to the individual ear acoustics: Database and target response correction functions for various device styles. Trends in Hearing, vol 22, p. 1-19. DOI:10.1177/2331216518779313;
VP_E13-BTE_rear;OlHeaD;Headphones;"It includes HRTFs to the eardrum and 13 microphone locations contained in 6 hearing device styles, recorded for 91 incidence directions in the ears of 16 human subjects and 3 dummy heads. The data is provided as .mat files for use in MATLAB/octave, as well as in the dedicated SOFA format.
 For details, see the documentation.";https://uol.de/mediphysik/downloads/hearingdevicehrtfs;F. Denk, S.M.A. Ernst, S.D. Ewert and B. Kollmeier, (2018): Adapting hearing devices to the individual ear acoustics: Database and target response correction functions for various device styles. Trends in Hearing, vol 22, p. 1-19. DOI:10.1177/2331216518779313;
VP_E13-ECEbl;OlHeaD;Headphones;"It includes HRTFs to the eardrum and 13 microphone locations contained in 6 hearing device styles, recorded for 91 incidence directions in the ears of 16 human subjects and 3 dummy heads. The data is provided as .mat files for use in MATLAB/octave, as well as in the dedicated SOFA format.
 For details, see the documentation.";https://uol.de/mediphysik/downloads/hearingdevicehrtfs;F. Denk, S.M.A. Ernst, S.D. Ewert and B. Kollmeier, (2018): Adapting hearing devices to the individual ear acoustics: Database and target response correction functions for various device styles. Trends in Hearing, vol 22, p. 1-19. DOI:10.1177/2331216518779313;
VP_E13-ED;OlHeaD;Headphones;"It includes HRTFs to the eardrum and 13 microphone locations contained in 6 hearing device styles, recorded for 91 incidence directions in the ears of 16 human subjects and 3 dummy heads. The data is provided as .mat files for use in MATLAB/octave, as well as in the dedicated SOFA format.
 For details, see the documentation.";https://uol.de/mediphysik/downloads/hearingdevicehrtfs;F. Denk, S.M.A. Ernst, S.D. Ewert and B. Kollmeier, (2018): Adapting hearing devices to the individual ear acoustics: Database and target response correction functions for various device styles. Trends in Hearing, vol 22, p. 1-19. DOI:10.1177/2331216518779313;
VP_E13-InsertHP;OlHeaD;Headphones;"It includes HRTFs to the eardrum and 13 microphone locations contained in 6 hearing device styles, recorded for 91 incidence directions in the ears of 16 human subjects and 3 dummy heads. The data is provided as .mat files for use in MATLAB/octave, as well as in the dedicated SOFA format.
 For details, see the documentation.";https://uol.de/mediphysik/downloads/hearingdevicehrtfs;F. Denk, S.M.A. Ernst, S.D. Ewert and B. Kollmeier, (2018): Adapting hearing devices to the individual ear acoustics: Database and target response correction functions for various device styles. Trends in Hearing, vol 22, p. 1-19. DOI:10.1177/2331216518779313;
VP_E13-ITEgen_Concha;OlHeaD;Headphones;"It includes HRTFs to the eardrum and 13 microphone locations contained in 6 hearing device styles, recorded for 91 incidence directions in the ears of 16 human subjects and 3 dummy heads. The data is provided as .mat files for use in MATLAB/octave, as well as in the dedicated SOFA format.
 For details, see the documentation.";https://uol.de/mediphysik/downloads/hearingdevicehrtfs;F. Denk, S.M.A. Ernst, S.D. Ewert and B. Kollmeier, (2018): Adapting hearing devices to the individual ear acoustics: Database and target response correction functions for various device styles. Trends in Hearing, vol 22, p. 1-19. DOI:10.1177/2331216518779313;
VP_E13-ITEgen_Entr;OlHeaD;Headphones;"It includes HRTFs to the eardrum and 13 microphone locations contained in 6 hearing device styles, recorded for 91 incidence directions in the ears of 16 human subjects and 3 dummy heads. The data is provided as .mat files for use in MATLAB/octave, as well as in the dedicated SOFA format.
 For details, see the documentation.";https://uol.de/mediphysik/downloads/hearingdevicehrtfs;F. Denk, S.M.A. Ernst, S.D. Ewert and B. Kollmeier, (2018): Adapting hearing devices to the individual ear acoustics: Database and target response correction functions for various device styles. Trends in Hearing, vol 22, p. 1-19. DOI:10.1177/2331216518779313;
VP_E13-ITEgen_InEar;OlHeaD;Headphones;"It includes HRTFs to the eardrum and 13 microphone locations contained in 6 hearing device styles, recorded for 91 incidence directions in the ears of 16 human subjects and 3 dummy heads. The data is provided as .mat files for use in MATLAB/octave, as well as in the dedicated SOFA format.
 For details, see the documentation.";https://uol.de/mediphysik/downloads/hearingdevicehrtfs;F. Denk, S.M.A. Ernst, S.D. Ewert and B. Kollmeier, (2018): Adapting hearing devices to the individual ear acoustics: Database and target response correction functions for various device styles. Trends in Hearing, vol 22, p. 1-19. DOI:10.1177/2331216518779313;
VP_E13-ITEgen_MultiCh;OlHeaD;Headphones;"It includes HRTFs to the eardrum and 13 microphone locations contained in 6 hearing device styles, recorded for 91 incidence directions in the ears of 16 human subjects and 3 dummy heads. The data is provided as .mat files for use in MATLAB/octave, as well as in the dedicated SOFA format.
 For details, see the documentation.";https://uol.de/mediphysik/downloads/hearingdevicehrtfs;F. Denk, S.M.A. Ernst, S.D. Ewert and B. Kollmeier, (2018): Adapting hearing devices to the individual ear acoustics: Database and target response correction functions for various device styles. Trends in Hearing, vol 22, p. 1-19. DOI:10.1177/2331216518779313;
VP_E13-ITEind_Concha;OlHeaD;Headphones;"It includes HRTFs to the eardrum and 13 microphone locations contained in 6 hearing device styles, recorded for 91 incidence directions in the ears of 16 human subjects and 3 dummy heads. The data is provided as .mat files for use in MATLAB/octave, as well as in the dedicated SOFA format.
 For details, see the documentation.";https://uol.de/mediphysik/downloads/hearingdevicehrtfs;F. Denk, S.M.A. Ernst, S.D. Ewert and B. Kollmeier, (2018): Adapting hearing devices to the individual ear acoustics: Database and target response correction functions for various device styles. Trends in Hearing, vol 22, p. 1-19. DOI:10.1177/2331216518779313;
VP_E13-ITEind_Entr;OlHeaD;Headphones;"It includes HRTFs to the eardrum and 13 microphone locations contained in 6 hearing device styles, recorded for 91 incidence directions in the ears of 16 human subjects and 3 dummy heads. The data is provided as .mat files for use in MATLAB/octave, as well as in the dedicated SOFA format.
 For details, see the documentation.";https://uol.de/mediphysik/downloads/hearingdevicehrtfs;F. Denk, S.M.A. Ernst, S.D. Ewert and B. Kollmeier, (2018): Adapting hearing devices to the individual ear acoustics: Database and target response correction functions for various device styles. Trends in Hearing, vol 22, p. 1-19. DOI:10.1177/2331216518779313;
VP_E13-ITEind_MultiCh;OlHeaD;Headphones;"It includes HRTFs to the eardrum and 13 microphone locations contained in 6 hearing device styles, recorded for 91 incidence directions in the ears of 16 human subjects and 3 dummy heads. The data is provided as .mat files for use in MATLAB/octave, as well as in the dedicated SOFA format.
 For details, see the documentation.";https://uol.de/mediphysik/downloads/hearingdevicehrtfs;F. Denk, S.M.A. Ernst, S.D. Ewert and B. Kollmeier, (2018): Adapting hearing devices to the individual ear acoustics: Database and target response correction functions for various device styles. Trends in Hearing, vol 22, p. 1-19. DOI:10.1177/2331216518779313;
VP_E13-TrEPind_Concha;OlHeaD;Headphones;"It includes HRTFs to the eardrum and 13 microphone locations contained in 6 hearing device styles, recorded for 91 incidence directions in the ears of 16 human subjects and 3 dummy heads. The data is provided as .mat files for use in MATLAB/octave, as well as in the dedicated SOFA format.
 For details, see the documentation.";https://uol.de/mediphysik/downloads/hearingdevicehrtfs;F. Denk, S.M.A. Ernst, S.D. Ewert and B. Kollmeier, (2018): Adapting hearing devices to the individual ear acoustics: Database and target response correction functions for various device styles. Trends in Hearing, vol 22, p. 1-19. DOI:10.1177/2331216518779313;
VP_E13-TrEPind_Entr;OlHeaD;Headphones;"It includes HRTFs to the eardrum and 13 microphone locations contained in 6 hearing device styles, recorded for 91 incidence directions in the ears of 16 human subjects and 3 dummy heads. The data is provided as .mat files for use in MATLAB/octave, as well as in the dedicated SOFA format.
 For details, see the documentation.";https://uol.de/mediphysik/downloads/hearingdevicehrtfs;F. Denk, S.M.A. Ernst, S.D. Ewert and B. Kollmeier, (2018): Adapting hearing devices to the individual ear acoustics: Database and target response correction functions for various device styles. Trends in Hearing, vol 22, p. 1-19. DOI:10.1177/2331216518779313;
VP_E13-TrEPind_InEar;OlHeaD;Headphones;"It includes HRTFs to the eardrum and 13 microphone locations contained in 6 hearing device styles, recorded for 91 incidence directions in the ears of 16 human subjects and 3 dummy heads. The data is provided as .mat files for use in MATLAB/octave, as well as in the dedicated SOFA format.
 For details, see the documentation.";https://uol.de/mediphysik/downloads/hearingdevicehrtfs;F. Denk, S.M.A. Ernst, S.D. Ewert and B. Kollmeier, (2018): Adapting hearing devices to the individual ear acoustics: Database and target response correction functions for various device styles. Trends in Hearing, vol 22, p. 1-19. DOI:10.1177/2331216518779313;
VP_E13-TrEPind_MultiCh;OlHeaD;Headphones;"It includes HRTFs to the eardrum and 13 microphone locations contained in 6 hearing device styles, recorded for 91 incidence directions in the ears of 16 human subjects and 3 dummy heads. The data is provided as .mat files for use in MATLAB/octave, as well as in the dedicated SOFA format.
 For details, see the documentation.";https://uol.de/mediphysik/downloads/hearingdevicehrtfs;F. Denk, S.M.A. Ernst, S.D. Ewert and B. Kollmeier, (2018): Adapting hearing devices to the individual ear acoustics: Database and target response correction functions for various device styles. Trends in Hearing, vol 22, p. 1-19. DOI:10.1177/2331216518779313;
VP_N1-BTE_fr;OlHeaD;Headphones;"It includes HRTFs to the eardrum and 13 microphone locations contained in 6 hearing device styles, recorded for 91 incidence directions in the ears of 16 human subjects and 3 dummy heads. The data is provided as .mat files for use in MATLAB/octave, as well as in the dedicated SOFA format.
 For details, see the documentation.";https://uol.de/mediphysik/downloads/hearingdevicehrtfs;F. Denk, S.M.A. Ernst, S.D. Ewert and B. Kollmeier, (2018): Adapting hearing devices to the individual ear acoustics: Database and target response correction functions for various device styles. Trends in Hearing, vol 22, p. 1-19. DOI:10.1177/2331216518779313;
